,AMZN,AMZN,AMZN,AMZN,AMZN,EKSO,EKSO,EKSO,EKSO,EKSO,SPLK,SPLK,SPLK,SPLK,SPLK,AAPL,AAPL,AAPL,AAPL,AAPL,BPMC,BPMC,BPMC,BPMC,BPMC,CRM,CRM,CRM,CRM,CRM
,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,2620.0,2620.0,2576.0,2615.27001953125,3585600,3.859999895095825,3.9000000953674316,3.609999895095825,3.680000066757202,450000,184.27999877929688,185.41000366210938,180.1999969482422,184.14999389648438,1614900,87.14635592045421,87.5778032300922,85.47513984424172,87.30008697509766,165428800,74.83000183105469,76.16999816894531,72.55999755859375,74.41999816894531,283000,180.00999450683594,182.5,178.00999450683594,180.47999572753906,5824100
2020-06-17,2647.5,2655.0,2631.820068359375,2640.97998046875,2959300,3.6500000953674316,3.6600000858306885,3.5,3.509999990463257,146200,183.41000366210938,187.5,183.16000366210938,183.7899932861328,1131300,88.06130898653518,88.12329780147249,87.05461123731288,87.1785888671875,114406400,74.83999633789062,76.33000183105469,74.30000305175781,74.68000030517578,331200,180.97000122070312,182.75,180.67999267578125,181.39999389648438,5038600
2020-06-18,2647.010009765625,2659.639892578125,2636.110107421875,2653.97998046875,2487800,3.5,3.5199999809265137,3.2799999713897705,3.4200000762939453,165400,184.5,186.97999572753906,183.63999938964844,186.1999969482422,1029400,87.13395511640299,87.63978594403423,86.59093251475336,87.21330261230469,96820400,74.05999755859375,76.80999755859375,73.51499938964844,76.31999969482422,260400,181.91000366210938,189.0,181.6199951171875,187.66000366210938,8677800
2020-06-19,2678.080078125,2697.429931640625,2659.0,2675.010009765625,5777000,3.4100000858306885,3.5399999618530273,3.4100000858306885,3.4200000762939453,119800,188.0,189.94000244140625,185.25,187.16000366210938,1936400,87.9348478665885,88.4109176786158,85.58174754907067,86.71490478515625,264476000,76.56999969482422,79.1500015258789,76.18000030517578,78.80000305175781,1070300,189.5,191.25,185.49000549316406,186.9499969482422,11841000
2020-06-22,2684.5,2715.0,2669.0,2713.820068359375,3208800,3.5399999618530273,3.990000009536743,3.5,3.5799999237060547,1360300,191.0,196.32000732421875,190.22999572753906,193.08999633789062,2244500,87.11660079414888,89.12999630973987,87.0694886890358,88.98370361328125,135445200,78.80000305175781,80.9800033569336,77.36000061035156,79.2699966430664,419000,187.02999877929688,192.5,187.0,191.64999389648438,6252200
2020-06-23,2726.02001953125,2783.110107421875,2718.0400390625,2764.409912109375,4231700,3.5999999046325684,3.609999895095825,3.3410000801086426,3.390000104904175,248600,195.2100067138672,197.22000122070312,192.16000366210938,193.0800018310547,1569900,90.25570729834965,92.33357341884928,89.82674200932503,90.8830337524414,212155600,79.55999755859375,80.25,78.22000122070312,78.94000244140625,553900,192.0,194.08999633789062,188.58999633789062,189.05999755859375,6950800
2020-06-24,2780.0,2796.0,2721.0,2734.39990234375,4526600,3.4000000953674316,3.4149999618530273,3.049999952316284,3.0999999046325684,341700,193.0399932861328,195.33999633789062,188.3300018310547,190.61000061035156,1774300,90.50367003841014,91.44342259400565,88.89691722703503,89.27877044677734,192623200,78.01000213623047,78.94000244140625,75.45999908447266,76.23999786376953,292500,187.50999450683594,189.3000030517578,184.0399932861328,185.5500030517578,4903100
2020-06-25,2739.550048828125,2756.22998046875,2712.139892578125,2754.580078125,2968700,5.559999942779541,8.760000228881836,5.059999942779541,7.295000076293945,123616700,191.80999755859375,194.16000366210938,189.0,193.0399932861328,821000,89.43746603728265,90.50367063716948,88.6613648564421,90.46399688720703,137522400,76.08000183105469,79.19000244140625,75.22000122070312,79.16999816894531,407000,186.13999938964844,188.77000427246094,184.44000244140625,188.33999633789062,4022400
2020-06-26,2775.06005859375,2782.570068359375,2688.0,2692.8701171875,6500800,9.989999771118164,10.739999771118164,8.260000228881836,8.770000457763672,36051500,193.66000366210938,197.6999969482422,190.1699981689453,196.8000030517578,3419900,90.35737506132598,90.58301525061299,87.53316108476035,87.68441772460938,205256800,78.55000305175781,78.55000305175781,75.0999984741211,75.58999633789062,714000,188.0,188.22000122070312,183.02000427246094,183.1699981689453,7595700
2020-06-29,2690.010009765625,2696.800048828125,2630.080078125,2680.3798828125,4223400,7.420000076293945,7.849999904632568,6.730000019073486,7.110000133514404,4834500,198.9600067138672,198.9600067138672,190.99000549316406,194.5,1777300,87.59019553734616,89.8019597845677,87.10172337278793,89.70525360107422,130646000,76.20999908447266,78.25,74.83499908447266,76.55000305175781,329800,183.32000732421875,183.7100067138672,180.0,183.3300018310547,3972100
2020-06-30,2685.070068359375,2769.6298828125,2675.030029296875,2758.820068359375,3769700,6.659999847412109,9.34000015258789,6.590000152587891,8.399999618530273,4800900,194.9199981689453,199.32000732421875,194.19000244140625,198.6999969482422,2095700,89.28372950752134,90.74667164126086,89.26389641557313,90.4540786743164,140223200,76.51000213623047,78.66000366210938,75.80000305175781,78.0,469700,183.4499969482422,187.88999938964844,183.1300048828125,187.3300018310547,4478900
2020-07-01,2757.989990234375,2895.0,2754.0,2878.699951171875,6363400,7.789999961853027,8.15999984741211,7.090000152587891,7.230000019073486,1387700,195.5800018310547,204.9499969482422,195.5,203.61000061035156,2091100,90.53341909490773,91.08883642994599,90.23339536306942,90.2829818725586,110737200,77.83999633789062,80.63999938964844,77.25,79.0199966430664,598700,188.10000610351562,192.82000732421875,187.4600067138672,191.88999938964844,4754600
2020-07-02,2912.010009765625,2955.56005859375,2871.10009765625,2890.300048828125,6593400,7.159999847412109,7.940000057220459,7.159999847412109,7.349999904632568,1085600,203.97000122070312,204.5,199.08999633789062,199.91000366210938,2053100,91.21033964723085,91.85998118739033,90.16645017011187,90.2829818725586,114041600,80.11000061035156,80.91999816894531,78.51000213623047,79.1500015258789,269900,193.16000366210938,195.38999938964844,192.2899932861328,192.52999877929688,4200300
2020-07-06,2934.969970703125,3059.8798828125,2930.0,3057.0400390625,6880600,7.400000095367432,7.440000057220459,7.050000190734863,7.159999847412109,467800,202.99000549316406,204.0,196.5500030517578,198.66000366210938,2824100,91.74344508799241,93.17662617074129,91.71120969386409,92.69807434082031,118655600,80.0199966430664,81.06999969482422,78.81999969482422,79.31999969482422,376700,194.44000244140625,199.4499969482422,193.83999633789062,197.72000122070312,5794200
2020-07-07,3058.550048828125,3069.550048828125,2990.0,3000.1201171875,5257500,7.0,7.360000133514404,6.710000038146973,7.21999979019165,565400,199.5,201.16000366210938,196.52000427246094,196.67999267578125,2101900,93.08487708969564,93.88081128734653,92.29638124652772,92.41043853759766,112424400,78.61000061035156,79.86499786376953,77.19000244140625,77.19000244140625,437600,197.66000366210938,200.22000122070312,196.2100067138672,196.3800048828125,5431500
2020-07-08,3022.610107421875,3083.969970703125,3012.429931640625,3081.110107421875,5037600,7.110000133514404,7.678999900817871,6.909999847412109,7.170000076293945,863400,198.64999389648438,205.27999877929688,197.3000030517578,205.16000366210938,2293400,93.40970035706196,94.59492612748677,93.32043253387432,94.56269073486328,117092000,77.13999938964844,78.80999755859375,76.83000183105469,78.66000366210938,458100,198.0,201.1999969482422,197.35000610351562,200.27999877929688,4233700
2020-07-09,3115.989990234375,3193.8798828125,3074.0,3182.6298828125,6388700,7.239999771118164,7.53000020980835,7.110000133514404,7.340000152587891,446700,205.63999938964844,208.89999389648438,201.8800048828125,204.85000610351562,1772000,95.4751683671548,95.52971882619521,93.89817656997663,94.96934509277344,125642800,78.44000244140625,79.33000183105469,76.68000030517578,78.37000274658203,265400,202.02000427246094,202.82000732421875,195.63999938964844,200.74000549316406,6062800
2020-07-10,3191.760009765625,3215.0,3135.699951171875,3200.0,5486000,7.400000095367432,9.210000038146973,7.260000228881836,8.850000381469727,1992400,209.0399932861328,213.25999450683594,204.85000610351562,211.32000732421875,2647100,94.5552607411444,95.1949895684102,93.93041619155397,95.1354751586914,90257200,78.69999694824219,79.83999633789062,78.05000305175781,78.97000122070312,219300,200.05999755859375,200.72999572753906,197.0800018310547,198.8800048828125,3783200
2020-07-13,3251.06005859375,3344.2900390625,3068.389892578125,3104.0,7720400,8.579999923706055,9.199999809265137,7.78000020980835,8.130000114440918,927600,212.1300048828125,212.8000030517578,197.27999877929688,198.0,2250000,96.46947283357619,99.1374738521534,94.4783923987999,94.69659423828125,191649200,79.5,80.06500244140625,76.47000122070312,76.6500015258789,435900,200.0,200.25999450683594,188.02999877929688,188.33999633789062,5555400
2020-07-14,3089.0,3127.3798828125,2950.0,3084.0,7231900,8.079999923706055,8.229999542236328,7.5,7.829999923706055,353900,198.3699951171875,200.89999389648438,190.47999572753906,199.77999877929688,1957600,94.06430239540047,96.45955107923636,93.10968071226506,96.263671875,170989200,80.0,81.0,74.58000183105469,79.97000122070312,2474300,185.99000549316406,189.9600067138672,183.3000030517578,189.55999755859375,5854700
2020-07-15,3080.22998046875,3098.35009765625,2973.179931640625,3008.8701171875,5788900,7.900000095367432,8.024999618530273,7.510000228881836,7.510000228881836,605900,200.38999938964844,201.97000122070312,196.22999572753906,200.55999755859375,1099400,98.18035790591502,98.43575150874445,95.7008054252434,96.92570495605469,153198000,81.5199966430664,82.33000183105469,79.55000305175781,80.0999984741211,1004700,191.02999877929688,192.10000610351562,186.75,188.08999633789062,7681800
2020-07-16,2971.06005859375,3032.0,2918.22998046875,2999.89990234375,6394200,7.449999809265137,7.739999771118164,7.25,7.440000057220459,375200,197.83999633789062,199.8800048828125,195.3300018310547,199.02000427246094,1063400,95.77271360328822,96.60832157015652,95.12059009670739,95.73303985595703,110577600,79.30999755859375,80.0,76.70999908447266,77.52999877929688,948700,186.4199981689453,186.86000061035156,181.92999267578125,185.50999450683594,7350000
2020-07-17,3009.0,3024.0,2948.449951171875,2961.969970703125,4761300,7.400000095367432,8.130000114440918,7.369999885559082,7.809999942779541,445800,198.89999389648438,201.5,197.41000366210938,199.97000122070312,946500,96.19424018258067,96.35292760430983,95.05611895075602,95.53963470458984,92186800,77.5,78.87999725341797,76.47000122070312,77.66999816894531,939500,187.13999938964844,188.39999389648438,183.36000061035156,187.77999877929688,4324300
2020-07-20,3000.199951171875,3201.360107421875,2994.02001953125,3196.840087890625,7598200,7.989999771118164,8.15999984741211,7.599999904632568,7.809999942779541,479600,201.75,208.8800048828125,201.35000610351562,207.6699981689453,1090100,95.62890433226859,97.69436822957398,95.276804548766,97.55303192138672,90318000,78.36000061035156,79.26499938964844,76.56999969482422,78.43000030517578,576000,187.89999389648438,195.30999755859375,187.27000427246094,195.08999633789062,5729000
2020-07-21,3232.489990234375,3240.580078125,3105.719970703125,3138.2900390625,6121300,8.029999732971191,8.043000221252441,7.170000076293945,7.369999885559082,654700,208.99000549316406,209.0,202.9199981689453,203.9499969482422,913900,98.36137399410218,98.43823952035804,95.95124853238494,96.2066421508789,103433200,79.16999816894531,79.19000244140625,76.79000091552734,77.44000244140625,465600,196.0,196.5,189.47999572753906,190.8000030517578,5376800
2020-07-22,3125.0,3150.0,3065.260009765625,3099.909912109375,4104200,7.170000076293945,7.619999885559082,7.170000076293945,7.449999809265137,244500,205.0,207.1999969482422,202.6300048828125,204.50999450683594,767500,95.90164783556995,97.17365945912135,95.81238757910705,96.4769058227539,89001600,77.0199966430664,79.0199966430664,76.87000274658203,78.44999694824219,301600,190.77999877929688,191.8699951171875,188.8699951171875,191.30999755859375,2833000
2020-07-23,3098.27001953125,3098.27001953125,2970.0,2986.550048828125,5656900,7.440000057220459,7.880000114440918,7.039999961853027,7.179999828338623,374300,204.63999938964844,208.72000122070312,199.66000366210938,201.92999267578125,1110000,96.20415788767383,96.28350538611252,91.2574550432294,92.08562469482422,197004400,77.69000244140625,79.2300033569336,75.1500015258789,76.01000213623047,382600,191.47999572753906,194.57000732421875,187.50999450683594,188.5399932861328,3639500
2020-07-24,2930.0,3031.580078125,2888.0,3008.909912109375,5632400,7.130000114440918,7.630000114440918,7.010000228881836,7.300000190734863,307700,199.88999938964844,202.0500030517578,197.0,199.57000732421875,790500,90.24332216092255,92.20960560582377,88.41588549274056,91.85750579833984,185438800,75.37000274658203,75.97000122070312,73.52999877929688,74.66999816894531,377200,186.05999755859375,188.94000244140625,184.3800048828125,188.49000549316406,3908400
2020-07-27,3062.0,3098.0,3015.77001953125,3055.2099609375,4170500,7.329999923706055,7.559999942779541,7.019999980926514,7.159999847412109,316700,201.02000427246094,204.50999450683594,199.14999389648438,203.14999389648438,679600,92.94353677896589,94.12876246642566,92.71542220666436,94.03453826904297,121214000,74.91999816894531,77.11000061035156,74.44999694824219,75.76000213623047,500300,189.89999389648438,191.55999755859375,188.64999389648438,190.9600067138672,3015700
2020-07-28,3054.27001953125,3077.090087890625,2995.760009765625,3000.330078125,3126700,7.119999885559082,7.699999809265137,7.119999885559082,7.46999979019165,335000,204.16000366210938,208.64999389648438,203.25,205.3000030517578,1064400,93.59566246542455,93.77667251033265,92.48482029316781,92.48978424072266,103625600,75.48999786376953,76.38999938964844,74.13999938964844,74.16000366210938,322600,191.0,192.97000122070312,189.0500030517578,189.5,3114200
2020-07-29,3030.989990234375,3039.159912109375,2996.77001953125,3033.530029296875,2974100,7.550000190734863,7.690000057220459,7.25,7.320000171661377,183700,207.47999572753906,210.49000549316406,206.5399932861328,208.3300018310547,985700,92.98320732470033,94.45110555380977,92.94601555516901,94.26265716552734,90329200,74.87000274658203,75.41000366210938,73.38999938964844,73.75,340600,190.14999389648438,194.55999755859375,189.75,193.61000061035156,3747800
2020-07-30,3014.0,3092.0,3005.0,3051.8798828125,6128300,7.21999979019165,7.761000156402588,7.080999851226807,7.360000133514404,369000,205.0,210.00999450683594,204.1699981689453,209.38999938964844,859300,93.41714288085264,95.50988585094844,93.00057986603579,95.40326690673828,158130000,72.30000305175781,74.9000015258789,71.83000183105469,73.88999938964844,565900,190.08999633789062,191.9199981689453,187.3699951171875,191.6999969482422,3587400
2020-07-31,3244.0,3246.820068359375,3151.0,3164.679931640625,8085500,7.179999828338623,7.46999979019165,6.5,6.519999980926514,632600,211.77999877929688,212.0,205.0,209.82000732421875,1017500,102.04351123127512,105.544638340206,100.00035471504522,105.39090728759766,374336800,74.0,75.5199966430664,72.6500015258789,73.18000030517578,420300,193.0,194.99000549316406,190.6699981689453,194.85000610351562,3734000
2020-08-03,3180.510009765625,3184.0,3104.0,3111.889892578125,5074700,6.440000057220459,6.71999979019165,6.230000019073486,6.489999771118164,374600,211.99000549316406,214.89999389648438,210.80999755859375,214.4199981689453,1034600,107.31503771653274,110.72442267545324,107.01005757762931,108.0465087890625,308151200,73.54000091552734,75.91500091552734,72.72000122070312,75.16000366210938,380200,197.8000030517578,204.7899932861328,196.57000732421875,203.19000244140625,6557500
2020-08-04,3101.2099609375,3167.239990234375,3101.2099609375,3138.830078125,4694300,6.440000057220459,6.659999847412109,6.329999923706055,6.340000152587891,205900,214.4199981689453,215.0,208.0,210.88999938964844,958500,108.23991284525785,109.88385748293688,107.50100342244599,108.76805877685547,173071600,74.79000091552734,75.04000091552734,73.16500091552734,73.55999755859375,504200,203.0,203.38999938964844,198.89999389648438,201.41000366210938,4480300
2020-08-05,3143.77001953125,3213.590087890625,3127.300048828125,3205.030029296875,3916500,6.400000095367432,6.614999771118164,6.360000133514404,6.389999866485596,182300,212.60000610351562,217.36000061035156,211.6699981689453,217.3000030517578,1184800,108.48289755631549,109.48959520756183,108.00682017445345,109.16229248046875,121776800,74.12000274658203,75.75,73.8499984741211,75.72000122070312,477800,202.8000030517578,203.89999389648438,201.5800018310547,202.63999938964844,3559100
2020-08-06,3194.360107421875,3247.469970703125,3165.429931640625,3225.0,3940600,6.349999904632568,6.590000152587891,6.239999771118164,6.429999828338623,276300,216.35000610351562,216.97999572753906,211.22000122070312,213.66000366210938,1112900,109.50200214835137,113.47672471566368,108.89947267471813,112.97089385986328,202428800,75.69000244140625,76.05999755859375,73.3479995727539,74.62999725341797,328200,202.97000122070312,209.9499969482422,202.39999389648438,207.7899932861328,5113300
2020-08-07,3224.010009765625,3240.81005859375,3140.669921875,3167.4599609375,3936100,6.400000095367432,6.5,6.260000228881836,6.260000228881836,94000,212.85000610351562,212.97000122070312,198.13999938964844,200.3800048828125,2191800,112.48154636032183,112.94854395972847,109.5876606941202,110.40242004394531,198045600,74.27999877929688,76.16000366210938,74.0,74.44999694824219,205700,206.6199951171875,206.94000244140625,198.5800018310547,201.0500030517578,5423400
2020-08-10,3170.31005859375,3172.510009765625,3101.52001953125,3148.159912109375,3167300,6.329999923706055,6.400000095367432,6.210000038146973,6.309999942779541,104100,200.10000610351562,200.91000366210938,193.88999938964844,197.89999389648438,1675400,111.88040772302841,113.04790170427106,109.2970250116088,112.00709533691406,212403600,75.05000305175781,76.18000030517578,74.2300033569336,75.31999969482422,215500,200.39999389648438,201.47999572753906,195.72000122070312,197.16000366210938,5528200
2020-08-11,3113.199951171875,3159.219970703125,3073.0,3080.669921875,3718100,6.309999942779541,6.400000095367432,6.019999980926514,6.059999942779541,139500,198.82000732421875,200.17999267578125,193.02000427246094,195.63999938964844,1630200,111.25442731083717,111.7636490117716,108.41021784198924,108.67601013183594,187902400,75.63999938964844,76.68000030517578,74.0,74.04000091552734,317400,193.6199951171875,195.83999633789062,191.72000122070312,191.99000549316406,5015400
2020-08-12,3108.0,3174.389892578125,3101.419921875,3162.239990234375,3522100,6.019999980926514,6.139999866485596,5.679999828338623,5.820000171661377,250000,196.1699981689453,197.97000122070312,189.10000610351562,190.39999389648438,2599400,109.79134049258761,112.55109424746348,109.59262166612466,112.28778839111328,165598000,74.01000213623047,75.66999816894531,73.94000244140625,74.18000030517578,327700,193.0,195.4199981689453,192.1199951171875,192.6199951171875,3980300
2020-08-13,3182.989990234375,3217.52001953125,3155.0,3161.02001953125,3149000,5.840000152587891,6.099999904632568,5.820000171661377,6.0,130000,191.8699951171875,196.5,190.39999389648438,193.3699951171875,2447200,113.69870634374094,115.3009042854629,113.19941527173106,114.2750015258789,210082000,74.22000122070312,75.76000213623047,73.5199966430664,75.26000213623047,302600,193.32000732421875,198.07000732421875,193.22999572753906,195.13999938964844,4711600
2020-08-14,3178.179931640625,3178.239990234375,3120.0,3148.02001953125,2751700,5.900000095367432,5.949999809265137,5.78000020980835,5.820000171661377,92500,193.8699951171875,194.5,190.75999450683594,192.33999633789062,1351900,114.09616025168052,114.26507201704837,112.32256397340554,114.17316436767578,165565200,74.63999938964844,75.41999816894531,73.72000122070312,73.95999908447266,226800,195.22000122070312,195.47999572753906,192.52000427246094,193.4600067138672,2833000
2020-08-17,3173.1201171875,3194.969970703125,3154.179931640625,3182.409912109375,2691200,5.809999942779541,5.929999828338623,5.650000095367432,5.710000038146973,108300,193.0,195.61000061035156,192.5500030517578,195.0,1725500,115.32077192189048,115.3456136689111,113.23419404298527,113.87506866455078,119561600,73.94999694824219,75.86000061035156,73.70999908447266,75.58000183105469,225800,195.33999633789062,197.07000732421875,194.4199981689453,196.74000549316406,3574500
2020-08-18,3212.0,3320.0,3205.820068359375,3312.489990234375,5346000,5.690000057220459,5.690000057220459,5.409999847412109,5.489999771118164,93700,196.0,198.97999572753906,194.8300018310547,197.64999389648438,1145800,113.62170826732759,115.25867867766361,113.27891184628946,114.823974609375,105633600,75.7699966430664,76.33000183105469,74.88999938964844,75.0,208300,199.3300018310547,204.8000030517578,199.0,204.00999450683594,7284800
2020-08-19,3303.010009765625,3315.89990234375,3256.0,3260.47998046875,4185100,5.380000114440918,5.489999771118164,5.34499979019165,5.369999885559082,85900,198.02999877929688,199.74000549316406,195.0399932861328,195.4600067138672,1200900,115.24129217729593,116.41375148869979,114.8711751280606,114.96804809570312,145538000,74.76000213623047,76.02999877929688,74.0,74.51000213623047,281500,204.0,207.10000610351562,200.02999877929688,205.11000061035156,7080700
2020-08-20,3252.0,3312.6201171875,3238.0,3297.3701171875,3332500,5.329999923706055,5.690000057220459,5.179999828338623,5.670000076293945,211000,195.0,201.86000061035156,194.52000427246094,200.1699981689453,1183000,115.01027713779308,117.63589154752721,114.9928871555899,117.5191421508789,126907200,74.0999984741211,74.9749984741211,73.40499877929688,74.30000305175781,347300,203.85000610351562,210.11000061035156,203.50999450683594,209.50999450683594,5175100
2020-08-21,3295.0,3314.39990234375,3275.389892578125,3284.719970703125,3575900,5.679999828338623,5.679999828338623,5.260000228881836,5.289999961853027,103000,202.5,204.77999877929688,201.1199951171875,202.35000610351562,1171300,118.50032257348208,124.06950586930331,118.4879054898575,123.57518768310547,338054800,74.30000305175781,74.91999816894531,72.30999755859375,74.37000274658203,272000,209.94000244140625,210.0,206.25,207.52999877929688,5727800
2020-08-24,3310.14990234375,3380.320068359375,3257.56005859375,3307.4599609375,4666300,5.28000020980835,5.28000020980835,4.989999771118164,5.199999809265137,154800,204.66000366210938,207.32000732421875,201.3699951171875,202.22999572753906,1219400,127.87502356798173,127.96197347587143,123.1454489008325,125.05317687988281,345937600,74.5,76.16000366210938,74.0,74.94000244140625,412300,208.8800048828125,209.2899932861328,205.14999389648438,208.4600067138672,5699000
2020-08-25,3294.989990234375,3357.39990234375,3267.0,3346.489990234375,3992800,5.139999866485596,5.25,5.099999904632568,5.25,50700,202.30999755859375,204.4199981689453,200.6699981689453,203.6199951171875,1220300,123.9006026789483,124.38001736568759,122.26611107105155,124.02728271484375,211495600,75.04000091552734,75.73999786376953,72.0510025024414,75.37000274658203,237600,213.22000122070312,218.35000610351562,210.8000030517578,216.0500030517578,27096500
2020-08-26,3351.110107421875,3451.739990234375,3344.570068359375,3441.85009765625,6508700,5.269999980926514,5.480000019073486,5.21999979019165,5.309999942779541,105300,210.0,220.55999755859375,209.14999389648438,216.74000549316406,4880500,125.37361825985568,126.18092579345658,124.28312844499354,125.71392822265625,163022400,75.0999984741211,75.88999938964844,73.19999694824219,73.68000030517578,399900,251.9600067138672,277.9700012207031,249.47000122070312,272.32000732421875,63253400
2020-08-27,3450.050048828125,3453.0,3378.0,3400.0,4264800,5.230000019073486,5.300000190734863,5.110000133514404,5.150000095367432,69700,213.92999267578125,217.97000122070312,204.02000427246094,215.38999938964844,5162300,126.32996919516287,126.67027915929626,123.04111733671805,124.21109771728516,155552400,74.08999633789062,74.76499938964844,73.51000213623047,73.91000366210938,248300,267.0,278.2799987792969,260.8399963378906,276.32000732421875,22817100
2020-08-28,3423.0,3433.3701171875,3386.5,3401.800048828125,2897000,5.199999809265137,5.25,5.0,5.110000133514404,139300,217.99000549316406,223.3300018310547,217.00999450683594,220.4199981689453,1993600,125.20718876882128,125.63444107065376,123.78136185043681,124.00989532470703,187630000,74.04000091552734,74.81999969482422,73.11000061035156,73.98999786376953,343700,271.2799987792969,275.75,267.3999938964844,271.1000061035156,28068000
2020-08-31,3408.989990234375,3495.0,3405.0,3450.9599609375,4185900,5.070000171661377,5.150000095367432,4.929999828338623,4.940000057220459,120400,220.0,220.16000366210938,215.77000427246094,219.3300018310547,2033000,126.76468609046624,130.16282833920536,125.19478145602959,128.21534729003906,225702700,73.83000183105469,77.80999755859375,73.83000183105469,77.43000030517578,358800,270.0,274.7099914550781,265.9100036621094,272.6499938964844,16010100
2020-09-01,3489.580078125,3513.8701171875,3467.0,3499.1201171875,3432200,4.949999809265137,4.97599983215332,4.550000190734863,4.639999866485596,187600,221.3699951171875,224.9499969482422,218.9199981689453,223.58999633789062,1521500,131.91157105764202,133.93854260981243,129.69582646557396,133.32249450683594,151948100,77.05999755859375,77.80500030517578,76.62999725341797,76.98999786376953,518200,271.0,281.92999267578125,270.5799865722656,281.25,13293600
2020-09-02,3547.0,3552.25,3486.68994140625,3531.449951171875,3931500,4.769999980926514,4.78000020980835,4.520999908447266,4.599999904632568,131300,225.0399932861328,225.88999938964844,217.24000549316406,221.7899932861328,1334200,136.71070099803845,137.09820802156298,126.1883820689479,130.5602569580078,200119000,77.94000244140625,77.94000244140625,76.2699966430664,77.05999755859375,385900,283.4700012207031,284.5,268.57000732421875,276.69000244140625,12963800
2020-09-03,3485.0,3488.409912109375,3303.0,3368.0,8161100,4.570000171661377,4.670000076293945,4.349999904632568,4.489999771118164,212300,216.2100067138672,217.17999267578125,205.35000610351562,206.72000122070312,2156300,126.09895303040855,128.01661159750097,119.7299141257599,120.10748291015625,257599600,76.7300033569336,76.7300033569336,73.62000274658203,74.9000015258789,520600,270.5799865722656,271.75,257.4100036621094,265.010009765625,14000600
2020-09-04,3318.0,3381.5,3111.1298828125,3294.6201171875,8781800,4.440000057220459,4.489999771118164,4.25,4.369999885559082,75200,205.35000610351562,206.4600067138672,191.27000427246094,200.13999938964844,2169000,119.3026695219197,122.90946858738741,110.18133575492446,120.18698120117188,332607200,75.44999694824219,75.44999694824219,70.41000366210938,73.04000091552734,583500,262.9800109863281,265.6700134277344,243.1999969482422,254.6999969482422,14374300
2020-09-08,3144.0,3250.85009765625,3130.0,3149.840087890625,6094200,4.300000190734863,4.579999923706055,4.179999828338623,4.440000057220459,384800,191.57000732421875,198.5500030517578,191.11000061035156,191.88999938964844,1698700,113.22177478438441,118.22956648121193,111.95989433024539,112.0989990234375,231366600,71.30000305175781,72.44999694824219,69.69999694824219,70.19000244140625,372100,240.57000732421875,253.67999267578125,240.13999938964844,241.27000427246094,15229600
2020-09-09,3202.989990234375,3303.179931640625,3185.0,3268.610107421875,5188700,4.380000114440918,4.829999923706055,4.320000171661377,4.78000020980835,225900,196.52000427246094,197.85000610351562,191.63999938964844,196.5500030517578,1277000,116.51062207721687,118.37860472695886,114.52340358916231,116.57023620605469,176940500,71.20999908447266,72.36000061035156,70.55000305175781,71.22000122070312,305300,246.39999389648438,253.4499969482422,242.9600067138672,250.42999267578125,9988600
2020-09-10,3307.219970703125,3349.889892578125,3170.550048828125,3175.110107421875,5330700,4.78000020980835,5.019999980926514,4.75,4.909999847412109,99100,198.1199951171875,201.6699981689453,191.39999389648438,192.8300018310547,1042200,119.5908157080139,119.72992040327627,111.78104601965627,112.76471710205078,182274400,71.41000366210938,72.5199966430664,68.30000305175781,68.5,446700,254.80999755859375,256.510009765625,246.97000122070312,247.8000030517578,5945000
2020-09-11,3208.68994140625,3217.340087890625,3083.97998046875,3116.219970703125,5094000,4.929999828338623,4.949999809265137,4.71999979019165,4.760000228881836,36200,194.22999572753906,195.9499969482422,182.88999938964844,186.92999267578125,1957500,113.83781630029885,114.4936020718347,109.2970221383231,111.28424072265625,180860300,68.8499984741211,69.06999969482422,66.19999694824219,66.44999694824219,353300,250.72000122070312,251.3000030517578,239.4499969482422,243.10000610351562,5455200
2020-09-14,3172.93994140625,3187.389892578125,3096.0,3102.969970703125,4529600,4.820000171661377,5.53000020980835,4.789999961853027,5.510000228881836,177200,188.8699951171875,189.82000732421875,182.82000732421875,183.6699981689453,2575600,113.98685526885495,115.1891215611285,112.07912731321281,114.62276458740234,140150100,67.5199966430664,72.19999694824219,67.5199966430664,72.12999725341797,470900,246.30999755859375,248.8699951171875,244.0399932861328,246.63999938964844,4255200
2020-09-15,3136.159912109375,3175.02001953125,3108.919921875,3156.1298828125,4021500,5.5,5.599999904632568,5.289999961853027,5.309999942779541,87900,186.5,187.47999572753906,183.91000366210938,185.35000610351562,1322500,117.57379136547137,118.0705960200227,112.8839542136048,114.80162048339844,184642000,73.12999725341797,74.07499694824219,71.41000366210938,73.0,359400,251.3699951171875,251.94000244140625,248.50999450683594,251.67999267578125,4133600
